type,poxX,poxY,poxZ,quatX,quatY,quatZ,quatW,stampSecs,stampNSecs,recSecs,recNSecs
Mocap,0.0127043,-0.167918,0.932428,0.000189662,-0.00728858,0.550771,0.834625,1541955620,910611840,1541955620,929082978
Mocap,0.0127097,-0.167937,0.932416,0.000163053,-0.00727477,0.550786,0.834615,1541955620,920688207,1541955620,939332978
Mocap,0.0127252,-0.167947,0.932424,5.8923e-05,-0.00723065,0.550928,0.834521,1541955620,930767654,1541955620,949101978
Mocap,0.0127136,-0.167927,0.93243,0.000157064,-0.00724229,0.550817,0.834594,1541955620,940769162,1541955620,959339978
Mocap,0.0127043,-0.167907,0.932422,0.000222046,-0.00731815,0.550762,0.83463,1541955620,950705695,1541955620,969155978
Mocap,0.0127099,-0.167937,0.93242,8.08366e-05,-0.00722348,0.550846,0.834576,1541955620,962241337,1541955620,979391978
Mocap,0.0127149,-0.167941,0.932429,0.000110198,-0.00714773,0.550905,0.834537,1541955620,971119698,1541955620,989181978
Mocap,0.0127138,-0.167941,0.93243,7.11065e-05,-0.00724124,0.550866,0.834562,1541955620,981196355,1541955620,999240978
Mocap,0.0127031,-0.167933,0.93243,0.000186537,-0.007239,0.550829,0.834587,1541955620,990909766,1541955621,9312978
Mocap,0.0127096,-0.167916,0.932424,0.00015241,-0.00729672,0.550762,0.834631,1541955621,635254,1541955621,19542978
Mocap,0.0127023,-0.167934,0.932417,0.00016652,-0.00725217,0.550798,0.834607,1541955621,10929925,1541955621,29327978
Mocap,0.0127064,-0.167928,0.932428,0.000133133,-0.00725977,0.550819,0.834593,1541955621,20828950,1541955621,39375978
Mocap,0.0127203,-0.167919,0.932428,0.000172595,-0.00726614,0.550813,0.834597,1541955621,30879178,1541955621,49352978
Mocap,0.0127206,-0.16791,0.93242,0.000197813,-0.00728978,0.550758,0.834633,1541955621,41043687,1541955621,59623978
Mocap,0.0127208,-0.167913,0.93244,0.000151602,-0.00733461,0.550816,0.834594,1541955621,51167584,1541955621,69419978
Mocap,0.012708,-0.167929,0.93244,0.000165346,-0.00726132,0.550858,0.834567,1541955621,61660436,1541955621,79622978
Mocap,0.0127114,-0.167941,0.932424,9.90242e-05,-0.00724613,0.550872,0.834559,1541955621,71709074,1541955621,89437978
Mocap,0.012702,-0.167928,0.932414,0.000191997,-0.00727968,0.550777,0.834621,1541955621,81307640,1541955621,99663978
Mocap,0.0127157,-0.167926,0.932413,0.000159488,-0.00729401,0.550765,0.834628,1541955621,90953955,1541955621,109445978
Mocap,0.0127049,-0.167928,0.932415,0.000171288,-0.00721519,0.55087,0.83456,1541955621,101045997,1541955621,119644978
Mocap,0.012713,-0.167932,0.932429,0.000141472,-0.00719267,0.550853,0.834571,1541955621,111252183,1541955621,129332978
